Meld,Amount,Notes,Unit,Property Name,Address line 1,City,State,Postal code
T20EM24,117.50,"Used UV activated epoxy to fill gaps and secure cracked pieces. 

Boards are secure. 

If problem persists we will have to pull up the flooring in that room and replace the damaged boards.",10,,212 East 13th Street- 10,New Albany,IN,47150
T7PYZKF,130.00,"As I entered the building there was a strong odor of natural gas. Upon opening the basement door the smell became much stronger. 

I shut off the gas at the meter. 
Started knocking on doors to let tenants know about the leak. 

Referral to Dixie Plumbing.",1,,1747 East Oak Street - 1,New Albany,IN,47150
TIQTIJ9,122.50,"Removed damaged door latch. 
Installed new latch. 

Adjusted catch and pneumatic closer. 

Door closes and latches fully after repairs.",12,,1002 East Main St,New Albany,IN,47150
TYU8TEF,130.00,,1,,1208 Queen Avenue,Louisville,KY,40215
TFBXIXCB,97.50,"Reset secondary breaker in basement of 619. 
Tested plugs, all plugs test good. 

Power restored.",623-1,,623 S 44th Street -1,Louisville,KY,40211
TH41ZPLB,357.50,Disassembled and removed control box. Installed another control box and re-assembled.,All,,100 Slate Run - All,Bardstown,KY,40004
TFH0KKR,97.50,"Kitchen sink has backed up onto the floor. 

There is dirt residue on the inside of the sink, indicating there is a break in the main. 

Referral to Dixie Plumbing. 
Referral to Deluxe for dehumidifier.",17,,1601 Gagel Avenue - 17,Louisville,KY,40216
TMXQ2ZJB,65.00,Tenant states that the oven is working. Some of the indicator lights are not functioning.,17,,1601 Gagel Avenue - 17,Louisville,KY,40216
TPZWHKR,476.00,"Installed combination alarm in unit 
Installed three new smoke alarms one on each level in common area
Installed new plug behind stove 
Installed new gfi in bathroom 
Removed old smoke alarm repaired wall 
Repaired shower faucet 
Repaired toilet set
Left an extra air filter 

Checked ac the outside unit is froze we will be sending Allstate",5,,4903 Saddlebrook Lane - 5,Louisville,KY,40216
T6NI74LB,97.50,Walk through for section8 list of issues are in photos,5,,4902 Saddlebrook Lane - 5,Louisville,KY,40216
TVJZ9HLB,225.00,"Repaired down spouts 
Checked all the downspouts 
Installed new bulbs in front porch lights 
Installed new bulb in laundry area 
Walked units with Dixie plumbing",1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
TIWPBZE,297.50,"Repaired ceiling in kitchen area 
Repaired kitchen sink drain 
Repaired supply lines 
Installed new shut off

We will be back out tomorrow to fix foundation vent",B,,170 Gillette Avenue - B,Louisville,KY,40214
THLUEEJ,522.00,,B,,170 Gillette Avenue - B,Louisville,KY,40214
TB2D2YN,205.00,"Worked on kitchen ceiling trying to find the leak 
We will be back Tuesday",2,,2613 West Main Street - 2,Louisville,KY,40212
TL6570Y,208.50,Installed GFIs still working on electrical there is a short in kitchen,9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
TA3XNFN,455.50,"Repaired resurfaced tub 
Tub started pilling when was cutting out the old caulk 
Finished electrical in kitchen found short in wiring behind stove",9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
TVM3U5B,397.00,,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
TKR7P0HB,130.00,,1,,2414 Parkdale Avenue,Louisville,KY,40220
T2WJBHMB,107.50,"Removed old strike plate. 
Installed upgraded strike plate with 4 screws. 
Adjusted placement so deadbolt latches securely and without hanging.",5,,601 Revolutionary Road - 5,Louisville,KY,40214
T2ZV79T,369.00,Repaired bathroom ceiling had a water leak from unit above,3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
TMIDKCBB,97.50,"Removed handle and adjusted setting on cartridge to allow handle to shut off completely. 

Tested multiple times. 

Water shuts off fully after repair.",1,,250 Thompson Ave,Louisville,KY,40206
TFTPYAU,130.00,"Reinstalled bifold closet, doors in two bedrooms, bathroom, and hallway, and adjusted the height on them. Drilled and attached AC cabinet front and stained chipped areas.",All,,100 Slate Run - All,Bardstown,KY,40004
TWG7ZWQ,97.50,Measurements taken for fence.,1,,6707 Fenske,Louisville,KY,40258
T7N12N5,130.00,Delivered temporary replacement refrigerator.,1,,6713 Stana Drive,Louisville,KY,40258
TVHJH5HB,376.00,"Repaired bedroom window 
Finished repairs on bathroom ceiling and wall",3,,160 West Blue Lick Road - 3,Shepherdsville,KY,40165
TV7GFAN,822.50,"Finished all repairs for section8 
Installed lights in bedroom closet
Installed light in hallway closet 
Installed new air filter 
Repaired switch and wall plate to hvac 
Installed flooring in hallway closet 
In combination alarm 
Installed weather stripping and door sweep 
Repaired bathroom window 
Repaired shower faucet 
Caulked around shower and countertop kitchen and bathroom 
Installed new knob on hallway closet door 
Installed brackets underneath shelves in bedroom closet 
Installed gfi in bathroom 
Repaired light fixture over kitchen sink 
Installed 4 new wall plates 
Removed caulk around kitchen sink 
Painted inside base cabinet in kitchen 
Painted inside vanity cabinet 
Installed liners 
Repaired range hood vent 
Repaired toilet installed new wax ring kit 
Installed new fuses in ac panel 
Repaired breaker box 
Installed one new breaker 
Repaired vent for hvac and water heater 


Repaired gutter on the back of building 
Repaired downspout on the back and end of building 
Repaired and secured panel boxes for ac units",9,,160 West Blue Lick Road - 9,Shepherdsville,KY,40165
TR3F82IB,355.50,"Installed new refrigerator door gasket 
Replaced plug 
Installed new gfi 
Looked at flooring 
There is a high spot in the middle of the kitchen area",6,,160 West Blue Lick Road - 6,Shepherdsville,KY,40165
TN53QEV,312.00,"Installed new outside water spigot 
Cut access into bedroom wall to repair water line 
Cut out damaged water line 
Repaired wall 
And painted area 
Sprayed for mold 
Installed insulation",1,,813 Laurel Drive,Jeffersonville,IN,47130
TX9217EB,172.50,,1,,2300 Cherian Drive,Jeffersontown,KY,40299
T216XVP,470.00,,1,,2414 Parkdale Avenue,Louisville,KY,40220
TGZYRHU,510.00,,1,,929 Dresden Avenue,Louisville,KY,40215
TJVRJNI,130.00,,9,,4730 Southern Parkway - 9,Louisville,KY,40214
TJ5YPCBB,115.50,"Ran water in shower for about 10 minutes. Also flushed toilet during test. Could not get water to come up around base of toilet. 

Sealed base of toilet with silicone sealant.",9,,1743 Culbertson Avenue,New Albany,IN,47150
TE0AZHAB,97.50,"Front door had several loose screws and a metal plate that was in the way of the magnetic catch. 

Tightened screws and tested. 
Door locks every time when closed. 

Back door magnet lock has power but is not working we will have to order a replacement magnetic lock.",106,,1743 Culbertson Avenue,New Albany,IN,47150
TCLBFNN,97.50,,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
TQTP5IKB,240.00,,6,,4900 Saddlebrook Lane - 6,Louisville,KY,40216
TMIF43L,107.50,"Removed and disassembled bathroom exhaust fan. 

Removed dust from all components. 

Reassembled fan and reinstalled. 

Sound reduced considerably. 

Estimate for tub resurfacing in chat.",13,,1002 East Main St,New Albany,IN,47150
T5N1VEW,97.50,"Refrigerator is old. 
Hinges are worn, causing the door to lean slightly and not seal properly. 
Recommend replacing.",12,,212 East 13th Street- 12,New Albany,IN,47150
T00AJRT,130.00,,Unit 1,,4801 Tipton Pl,Louisville,KY,40272
TJN1E87,109.50,"Can definitely smell a musty smell when furnace is running. Inspected basement area around furnace. Furnace filter was due to be replaced. 
Replaced filter with 16x20x1 90 day filter. 

Debris found near vent in bedroom. 
Vacuumed out debris. 
Removed colored pencils, trail mix (peanuts, almonds, etc). 

Removal of debris and new filter should eliminate aroma.",1,,333 Mechanic Street,Jeffersonville,IN,47130
TZD3LGV,295.00,"Repaired dishwasher drain 
The dishwasher wasn’t plugged in to  electrical outlet the breaker was off 
The dishwasher works properly 
Snaked drain found that there was a lot of grease buildup 
.repaired vinyl flooring  reset the quarter round",2B,,306 Keeneland Drive - 2B,Elizabethtown,KY,42701
T1B6B5L,754.00,"Installed new vanity faucet 
Installed new vanity pop up drain 
Installed new bottom in vanity 
Painted vanity inside 
Caulked around vanity 
Repaired light fixture in bathroom 
Reinstalled door in living room and kitchen area 
Repaired back door to kitchen 
Removed old refrigerator set it by the curbside at the back 
Installed new two new knobs on on interior door and one on kitchen door 
Repaired drawer in kitchen 
Repaired kitchen ceiling 
Checked for leaks 
Repaired kitchen faucet 
Installed gfi next to the stove 
Installed hood vent filter 
Installed bulb in hood vent 
Repaired kitchen door window 
Installed weather stripping around first back door 
Repaired dishwasher door latch 
Installed vinyl pill and stick tiles in kitchen area could not find a match owner is aware 
Installed combination alarms in the unit and one on each level in common area 
Installed kitchen light 
Installed screws in landing and step on back porch area 
Owner is installing gravel in back 
Painted spots in vanity sink 
Previously I repaired vanity drain and faucet they both was leaking so we changed them out

Gas oven still needs igniter 
The one we picked up from the store was broken I will get one and office will inform tenants",2,,2613 West Main Street - 2,Louisville,KY,40212
TJA42YD,317.00,Repaired shower faucet,607-4,,607 S 44th Street - 4,Louisville,KY,40211
TI15KTN,384.00,"Found that there was a water line busted 
Repaired line 
Installed new shutoff valve",3,,4733 South 3rd Street - 3,Louisville,KY,40214
TR4DN7K,722.50,Installed new stove,1,,2322 West Chestnut Street - 1,Louisville,KY,40211
TXXL29GB,421.00,"Repaired siding on top and back corner 
Repaired and installed new plugs in living room area 
Repaired light fixture on front of garage 
Installed new bulbs in all fixtures on the garage",1,,1780 Wilart Drive,Louisville,KY,40210
TVUL06M,97.50,Left note on door indicating we would change locks if tenant did not contact office. PM was present.,3,,4900 Saddlebrook Lane - 3,Louisville,KY,40216
T2113WC,345.00,,1,,1515 Huntoon Avenue,Louisville,KY,40215
TYX5R4T,97.50,Measurements and photos taken for estimate.,1,,184 Cannon Court - 1,Louisville,KY,40229
T2E8JVCB,242.50,"Kitchen sink was leaking along the spout. 
Replaced with new faucet. 

Toilet fill valve was stuck in open position with water continuously running.
Replaced with new fill valve.",209,,1743 Culbertson Avenue,New Albany,IN,47150
TTDAABK,930.00,Uncrated and installed new refrigerator,19,,111 E O'Bryan Avenue -19,Bardstown,KY,40004
TE2KL5D,97.50,,1,,1208 Queen Avenue,Louisville,KY,40215
TWF398T,153.91,Remove broken glass and scrape around edges of frame to clean off old glazing. Installed new window pane and glazed around it.,34,,111 E O'Bryan Avenue-34,Bardstown,KY,40004
TJG63DX,310.00,Repaired leak Shower faucet,2,,8801 Malvern Hill Road - 2,Louisville,KY,40242
T68LIQN,225.00,"Owner is responsible for new install of fill valve and flapper 
Tenant is responsible for toilet clogged $90.00",1,,4204 St Charles Ln,Louisville,KY,40218
TGL4JGJB,135.00,"Estimated cost of materials $185
Estimated labor 4 hour

We will need to send Dixie plumbing for gas line going to furnace it has a flex pipe needs to be a hard line going out of furnace",3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
TA4FH5,285.00,"Installed new igniter 
Repaired gas line there was a leak at the valve 
Installed new bulb 
Stove is working properly",2,,2613 West Main Street - 2,Louisville,KY,40212
THPEPD7,542.00,"This was a after hours call 
Repaired water heater 
Cleaned the thermocouple 
Installed new limit switch switch limit was bad 
Difficult to work on burner assembly because main gas line is front of combustion chamber 
Had to go get parts 
Water heater is working properly now",1,,420 East Ormsby Avenue,Louisville,KY,40203
T3W2INV,349.00,"Installed new combination alarm 
Installed new light switch 
Repaired light fixture 
Installed new light fixture in bedroom 
Repaired cabinet door 
Looked at fence",1,,420 East Ormsby Avenue,Louisville,KY,40203
TU5EIPI,207.00,,1,,125 South 44th Street,Louisville,KY,40212
TM9LEQ1,130.00,,1,,4733 South 3rd Street - 1,Louisville,KY,40214
TZQLVIEB,930.00,Dropped off new refrigerator,1,,6713 Stana Drive,Louisville,KY,40258
TKUVFL0,97.50,,6,,4730 Southern Parkway - 6,Louisville,KY,40214
TY3RV8W,158.93,Replaced old stopper mechanism in tub with new one. Removed bathroom vent covers to look for exhaust fan - there was none. Kitchen exhaust fan is working.,5,,111 E O'Bryan Avenue - 5,Bardstown,KY,40004
TNTTHBLB,280.00,,10,,4730 Southern Parkway - 10,Louisville,KY,40214
T5CL26JB,165.00,,16,,7607 Garrison Road - 16,Louisville,KY,40214
TAGTAGMB,158.00,"Replaced switch cover plate in hallway. 

Toilet clog caused by buildup of calcium deposits. Snaked toilet and removed calcium. 

Removed old fabric wall patch in bathroom. Installed fabric and aluminum patch. Mudded patch. Also mudded a small area in stairwell. 

Kitchen drawer had come off the rail. 
Reinstalled onto rail. 

Measurements taken for estimate for hooking up water supply to refrigerator. 

Tenant would like to handle repairs to bedroom wall herself. 

Pictures taken of stairs. Will pass on to flooring.",1,,1744 Dixdale Avenue,Louisville,KY,40210
TF9A0XEB,130.00,,1,,1402 Earl Avenue,Louisville,KY,40215
TWXY38AB,264.50,"Covered hole in laundry room wall with plywood. 

Condensation line from HVAC unit was broken off. 
Reattached PVC pipe with rubber boot. Ran PVC to condensation pump, ran pump line to drain. 

Electrical issue was a thrown breaker. 

Kitchen faucet would not dispense water from spout. Tenant would have to use sprayer. 
Replaced faucet with new.",2,,2515 Dixie Highway - 2,Shively,KY,40216
T0E0U6LB,130.00,,1,,2414 Parkdale Avenue,Louisville,KY,40220
TNQDG2Y,625.00,"Installed new dishwasher 
Had to cut the bottom legs off of dishwasher and part of the top layer of flooring to get it out 
Water supply line for refrigerator was in the way had to move it 
Had to install new supply line for dishwasher",1,,3918 Baymeadow Dr.,Louisville,KY,40258
TDNJ1ZM,402.00,"Repaired gutters on the first and second level on the back of house 
Repaired downspouts on back of house 
Repaired flashing on back side of house 
Repaired siding on back of house 
Cleaned all gutters",1,,4721 S 1st Street,Louisville,KY,40214
TBMCUG3,147.00,"Back door is cracked. Light visible in cracks. 
Sealed cracks with silicone sealant. 
Measurements taken for estimate. 

Replaced leaking toilet flapper. Adjusted chain. Toilet fills with no leaks after repair. 

Kitchen drawer was stuck. A previous repair had made it wide at the base. 
Removed the drawer. Chiseled wood away from drawer frame. Sanded side of drawer. 
Drawer opens and closes after repair. 

Access panel is to HVAC system, not attic. Board is warped but solid. No need to repair or replace.",2A,,402 North Hite Avenue,Louisville,KY,40206
TJMEPTW,190.00,"Smoke detector installed. 

Removed duct tape from tub stopper. 
Removed plate and stopper. 
Removed old stopper from plate. 
Reinstalled plate. 

Access panel to HVAC system was badly damaged and warped. 
Replaced with fresh plywood. 
Painted plywood with water resistant paint. 

Reinforced trim around access panel with finish nails. 

Resecured shower knob.",5B,,402 North Hite Avenue,Louisville,KY,40206
T70K9AJB,112.50,"Inspected cellar space. 
No sign of leak. 
Tenant flushed toilet while I was down there. 
No leak. 

Sealed bottom of toilet with silicone sealant.

If problem persists we may need plumbers or MSD to check the sewage system.",1,,250 Thompson Ave,Louisville,KY,40206
T1M2N0FB,147.50,"Installed new 10 year smoke and CO detector. 

Measurements and photos taken for replacement cabinets, countertop, and kitchen sink.",4,,1429 Nightingale Road - 4,Louisville,KY,40213
TWT0UIBB,147.50,"Snaked tub drain. Could not clear drain. 
Referral to Dixie Plumbing. 

Deadbolt no longer functional. 
Replaced with new.",1,,254 Eldorado Avenue,Louisville,KY,40218
TLN4Q7GB,195.00,"Removed ice maker supply line 
Repaired cabinet",1,,3918 Baymeadow Dr.,Louisville,KY,40258
TRHWKL2,355.00,"I did repairs fe things on the exterior of building 
Repaired soffit 
Installed dryer vent cover on side of building 
Installed new spindles on porch areas 
There was few missing and broken 
Repaired breezeway lights",229,,4524 Winnrose Way 229,Louisville,KY,40211
TP7NIQGB,200.00,"Repaired heat temporarily unit Allstate is able to come out 
Repaired vanity drain 
Unclogged drain",131,,4524 Winnrose Way 131,Louisville,KY,40211
TA8QHLR,215.00,"Repaired front door 
Installed mailbox lock looked like someone had broken in the lock",127,,4524 Winnrose Way 127,Louisville,KY,40211
TFBMV0F,165.00,,109,,4522 Winnrose Way 109,Louisville,KY,40211
T6K34LN,165.00,Repaired front porch light,112,,4522 Winnrose Way 112,Louisville,KY,40211
TI5346P,338.00,"Installed new kitchen faucet with sprayer 
Installed new supply line’s 
Repaired water heater 
Cleaned thermocouple",2,,2322 West Chestnut Street - 2,Louisville,KY,40211
T6XZUNE,915.00,Section8 repairs,B,,3645 Powell Avenue - B,Louisville,KY,40215
TNDY6NG,200.00,"Installed fire dept key box adjacent from door. 
Put a FOB and set of keys in box.",3,,1743 Culbertson Avenue,New Albany,IN,47150
T4EH043,97.50,"Tested the two dryers on the sides. 
Both started and got hot. 

Center dryer coin slide was stuck. 
Pulled the slider out. Removed a bent quarter from the slot. 
Reinstalled slider and tested. 
Works correctly after repair. 
Dryer starts and gets hot.",211,,1743 Culbertson Avenue,New Albany,IN,47150
TXBBZIF,251.00,,1,,1232 Carrico Avenue,Louisville,KY,40215
TE2TJX8,97.50,,1,,1146 Lincoln Avenue,Louisville,KY,40208
TVLU5DT,347.50,"Installed new crisper drawer. 
Disposed of old broken drawer.",2,,1002 East Main St,New Albany,IN,47150
THUPYM4,112.50,"Removed old damaged strike plate. 
Chisled door frame to fit new upgraded strike plate. 
Installed upgraded strike plate.",3,,216 East 13th Street- 3,New Albany,IN,47150
TEIZH0FB,1583.50,"All repairs are completed 
All so had to replace some of the broken decking boards 
Repaired siding over the porch area 
Scraped and painted garage 
Secured the window and door to garage 
Installed address numbers on garage and house 
Repaired fence installed post and broken pickets 
Repaired and secured the rafters to the porch over back door there was rotten wood and rafters was pulling from band board 
Repaired post 
Covered basement Door windows  both sides 
Installed new elbows on air vent Maine trunk line 
Secured ac lines  in basement 
Secured water lines in basement 
Installed two new GFIs in basement 
Installed two new plugs in basement 
Repaired light cover over can light 
Secured steps 
Installed handrails 
Repaired basement floor 
Painted sink in basement 
Installed lid over sub pump 
Installed drain for ac condition line going to sub pump 
Installed weatherstripping around front and back door 
Installed cover to outside plug box 
Repaired hole in siding next to ac units 
Repaired downspout 
Installed new door knob for bathroom and bedroom door had to bore holes 
Repaired closet doors 
Secured wiring 
Adjusted all interior doors 
Secured thermostat wire 
Installed latch on glass door living room area 
Secured panel box next to kitchen 
Repaired and filled holes around window in bedroom next to kitchen 
Secured shelf in closet 
Installed 10 year combination smoke and co2 alarms

I will be back tomorrow to put straw on back yard area 
And finish siding on rode side",B,,3645 Powell Avenue - B,Louisville,KY,40215
THWBGWG,111.27,Replaced fill valve in toilet tank,16,,111 E O'Bryan Avenue-16,Bardstown,KY,40004
TBJ0I0D,104.50,"Slip nut and washer were slipping off of tailpiece. 

Washer was worn and damaged. 

Replaced with new washer and slip nut.

Tested with full sink of water.
No leak after repairs.",1,,2600 Briargate,Louisville,KY,40216
T85PQV2,97.50,"Stove and range hood will need to be replaced. 
Pictures taken.",4,,2513 Dixie Highway - 4,Louisville,KY,40216
T8C42YKB,112.50,Replaced mailbox lock. Keys given to tenant.,1,,4909 Saddlebrook Lane - 1,Louisville,KY,40216
TJAFUBX,65.00,Measurements taken for estimate.,2,,4901 Saddlebrook Lane - 2,Louisville,KY,40216
TYE1N5J,500.00,,1,,1717 Arlington Ave,Louisville,KY,40206
TB2456M,155.00,,1,,5509 Phoenix Hill Ct,Louisville,KY,40207
TVEXP2FB,357.18,"Replaced shower head, removed tub strainer and wire brushed threads and replaced rubber washer on strainer and reinstalled. replaced stopper lever mechanism and snaked out tub drain and inserted anchor for screw to hold mechanism. adjusted and re-tightened commode seat, removed tub spout and applied pipe tape. Replaced shower diverted on tub.",43,,111 E O'Bryan Avenue-43,Bardstown,KY,40004
TP49L7AB,197.50,"Sink leaking at basket. 
Had to cut basket out due to corrosion. 

Replaced basket with new. 
Tested. 
No leak after repairs.",2,,184 Cannon Court - 2,Louisville,KY,40229
TEJC4JJ,995.00,"Installed new alarms on each level front and back common areas and one in unit and basement 
Repaired front door closer 
Painted both sides of front door 
Installed numbers for door bells 
Repaired window in front common area 
Installed weatherstripping around back door 
Repaired the bottom of back door 
Repaired light fixtures in front and back common areas 
Installed gfi next to washer 
Repaired light in laundry area 
Repaired transition strips 
Repaired closet door 
Repaired handrail
Repaired holes in wall next to back door 
Installed new deadbolt on back door 
Repaired downspout 
Repaired back step 
Repaired basement door lock 
Secured cable wires 
Cut out tree stump",3,,253 Cecil Avenue - 3,Louisville,KY,40212
T39VP4LB,97.50,"Looked at back fence 
Need to install a gate at the back of the property to enter the alleyway 
Estimated cost of materials $100
Estimated labor 2 hours  each Al and Mason $180.00",1,,1208 Queen Avenue,Louisville,KY,40215
T29RY89,122.50,Applied straw on back yard area,B,,3645 Powell Avenue - B,Louisville,KY,40215
T6TM4W8,535.00,,1,,1717 Arlington Ave,Louisville,KY,40206
T3XW565,65.00,"Replaced smart lock and passage knob, and re-keyed it",All,,100 Slate Run - All,Bardstown,KY,40004
TQRTHRC,207.50,,2,,2616 Montgomery Street - 2,Louisville,KY,40212
T11VZK6,65.00,Repaired storm door closer bracket. Adjusted storm door so it would close,All,,100 Slate Run - All,Bardstown,KY,40004
T8VL4ZN,65.00,"Replaced bulbs in kitchen, bathroom, bedroom, and porch",All,,100 Slate Run - All,Bardstown,KY,40004
TZW8CELB,405.00,"Apartment 2: installed combo smoke CO detector. 

Apartment 3: could not get windows to open. Installed door closer. 

Apartment 4: installed closer. 

Apartment 6: verified working smoke and CO detector. Cut window loose from paint. Window opens and closes.",1,,4315 Southern Parkway - 1,Louisville,KY,40214
TFUQ6ZH,97.50,"Tested outlets and switch wires, kitchen ceiling light fixture wires, and bathroom light fixture wires. Had loose neutral wire in kitchen light fixture. Replaced 4 bulbs. JETZ repair service has never come to service washers in the laundry room that are not working.",7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
TI7XF0V,760.00,"Tested windows throughout complex. 
All windows open close and lock. 

Installed 9volt battery in smoke detector in stairwell that was beeping. 

Installed 4 smoke CO combination detectors in apartments 1,2,4,and 6. 
All other detectors tested good. 

Replaced all 6 air filters. 

Installed closers on all 6 apartment doors as per the fire department regulations.",1,,2718 Rockford Lane - 1,Louisville,KY,40216
TQ7R5I,442.00,"Repaired plugs in living room 
Repaired living room window 
Installed combination alarm 
Repaired holes and piped tape from water damage in kitchen area 
Installed new faucet 
Installed new hood vent filter and light 
Repaired plug in hallway 
Repaired plug in bedroom 
Repaired bathroom light fixture 
Installed gfi in laundry area 

Walls in the bathroom are not in that bad of shape the unit is very clean 
Checked shower faucet tenant said that there is a black oily substance I did not see anything at this time 
Floors in kitchen and living room area and the hallway have tiles that have drainage 
Tenant said that she wants all new flooring though out the unit this will need to be approved by owner",205,,2430 McKindree Ct,Louisville,KY,40211
TG5TVC,322.00,"Repaired three windows 
Installed new weather stripping around front door 
Caulked along the bottom of tub 
Installed closet door Gides 
Cleaned trash out of breezeway",2430-202,,2430 McKindree Ct-202,Louisville,KY,40211
TXUM573,295.00,"Repaired electrical box
And gutters",2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
T5WPHJK,135.00,Repaired downspouts on this building,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
TDUE2Y3,590.00,"Finished all repairs for section8 

Sending Dixie plumbing to install gas line to furnace there is a flex line running

I will be back to install weatherstripping around front and back door the closest store did not have any in stock",3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
TYIXA9IB,258.00,"Installed new shower stem on hot side 
Repaired drain to kitchen sink 
Checked baskets and faucets for leaks",1,,12513 East Orell Road - 1,Louisville,KY,40272
TCE695Q,210.50,"Repaired kitchen light 
Repaired kitchen plug 
Repaired microwave light
Unclogged vanity drain charge back to tenant $50 for unclogged sink
Installed weatherstripping 
Installed door sweeper 
Glob has done been installed last week",109,,4522 Winnrose Way 109,Louisville,KY,40211
T8D2ZAL,227.00,"Repaired drop box
Replaced microwave light and replaced socket 
Repaired closet door 
Gave tenant a u key",116,,4522 Winnrose Way,Louisville,KY,40211
T20LE4FB,460.00,"Removed broken lumber from gate and fence. 

Dug up broken fence post. 

Installed new post with concrete footer. 

Installed new 2x4 horizontals and fence pickets. 

Disposed of debris.",1,,5355 New Cut Rd.,Louisville,KY,40214
THWZ6BV,150.00,"Removed loose broken glass. 

Swept and vacuumed area. 

Taped over window to temporarily keep more glass from falling out. 

Measurements taken for door replacement.",4,,4900 Saddlebrook Lane - 4,Louisville,KY,40216
TB2F0CCB,117.50,"Installed new mailbox lock repaired doo on mailbox 
Gave tenant a u key",226,,4524 Winnrose Way 226,Louisville,KY,40211
T2RRK9K,297.00,"Installed new Cartlidges in shower faucet 
Installed new vanity faucet 
Repaired toilet 
Repaired toilet set 
Unclogged tub drain",118,,4522 Winnrose Way 118,Louisville,KY,40211
TZ7KTQK,405.00,"Pictures of roof and gutter damage taken. 
Referral to roofing contractors. 

Kitchen faucet was leaking from underneath. 
Replaced with new faucet and feed lines. 

Bathroom sink leaking from loose slip nut. 
Tightened slip nut. 
No leak after repairs. 

Broken glass adjacent to front door. 
Glass height was over 48"" making it difficult to get replacement glass. 
Installed painted board trimmed with quarter round. Sealed with silicone sealant.",1,,1621 Haskin Avenue,Louisville,KY,40215
T45AKIY,244.43,Turned main water off. Removed three tub valve stems and replaced rubber seals on them. Reassembled and turned the water back on. Vacuumed water out of Commode tank. Removed fill valve in tank. Replaced commode seat bolt and installed new fill valve,33,,111 E O'Bryan Avenue-33,Bardstown,KY,40004
TDRZLQI,243.50,"Repaired entry door 
Installed weatherstripping 
Adjusted door

Tenant said that he was told that both doors was going to be changed out with brand new doors. He said that someone was out a few weeks ago and looked at door.",4,,4408 S. 1st. St-4,Louisville,KY,40214
TY4Z914,240.00,,2315,,2315 Rodman,Louisville,KY,40208
TEH141LB,280.00,,1,,702 Compton Street,Louisville,KY,40208
TFD993IB,355.00,,2,,331 North 26th Street - 2,Louisville,KY,40212
T77IDUH,280.00,,1,,331 North 26th Street - 1,Louisville,KY,40212
TP980KCB,97.50,,1,,113 Spring Drive,Louisville,KY,40245
T6H1R73,117.50,"Dropped off keys to tenant. 
Replaced mailbox lock. 
Gave keys to tenant.",2323,,2323 Rodman,Louisville,KY,40208
TC8GLX2,117.50,"Kitchen floor is rotting under refrigerator. 
Unable to fit through crawlspace access. 
Placed a piece of 1/2 inch plywood on floor to temporarily cover hole and reinforce floor. 
 
Checked ducts. Ducts are clean, no signs of dirt or mold.",2,,10408 Torrington Road - 2,Louisville,KY,40272
TIPRNMN,97.50,"Screws holding knob together had loosened and the back side came off. 

Reinstalled back of knob and tightened screws. 

Knob closes, latches, locks and unlocks after repair.",2,,1710 Liberty Bell Way - 2,Louisville,KY,40215
TY99LJU,117.50,"Removed broken door knob. 
Replaced with new passage knob.",613-6,,613 S 44th Street - 6,Louisville,KY,40211
TXDBYTH,152.50,"Replaced deadbolt with new quickset smart key deadbolt.
Deadbolt is keyed to B key.",623-3,,623 S 44th Street -3,Louisville,KY,40211
T25A1JX,180.39,Removed and replaced broken diverter. ( was hard to remove- had to go and get the right tool),46,,111 E O'Bryan Avenue-46,Bardstown,KY,40004
TL0CXP3,197.50,"Installed new locks keyed 
Charge back to tenant",1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
TZ1GY4Z,392.00,"Installed new fill valve and flapper in both toilets 
Repaired shut off valve to toilet 
Installed new plug in living room 
Pulled all plugs 
Installed new ballast in kitchen light fixture 
Installed new bulbs 
Repaired kitchen faucet 

Snaked both toilets 
Both toilets was full off feces charge back to tenant 1 hour labor and $25 for supplies 
Owner is responsible for other repairs",1,,621 Westport Road,Elizabethtown,KY,42701
TWZACVL,265.00,"Pulled dishwasher got it working temporarily 
Dishwasher needs new timer and waste pump it would be cheaper to just replace dishwasher 
Request for new dishwasher 
Repaired fence installed missing pickets post do have a lean but are secured",12,,621 Westport Road,Elizabethtown,KY,42701
TZHMQ3T,192.50,"Repaired both front and back gates installed lock on back gate 
Gave tenant a second lock for front gate and both keys",Unit 1,,9418 Chambers Way,Louisville,KY,40229
TCIV9D5,242.00,Installed new key pad lock,7,,7609 Garrison Road - 7,Louisville,KY,40214
TA7A1W3,287.00,"Repaired back storm door lock 
Repaired leak on supply lines",1,,253 Cecil Avenue - 1,Louisville,KY,40212
T57VDLMB,287.00,"Installed weatherstripping around both doors 
Repaired common hallway door to open and close properly",3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
T2A91CC,135.00,Walk through for section8,2331,,2331 Rodman,Louisville,KY,40208
