Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
TGGRGHD,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/13/2023 17:00,03/13/2023 19:00,10,,1601-1603 Gagel Avenue,Louisville,KY,40216
TA8I93Z,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,6.0,03/13/2023 08:00,03/13/2023 14:00,2,,500 East Ormsby Avenue,Louisville,KY,40203
T0FPA5G,APPLIANCES,Mike Guelda,Refrigerator,"Owner provided refrigerator. 
Delivered new refrigerator.
Disposal of old refrigerator.",1.5,03/14/2023 08:00,03/14/2023 09:30,1,,10408 Torrington Road,Louisville,KY,40272
T74UAE9,PLUMBING,Mike Guelda,Toilet flushing slow.,"Snaked toilet. 
As I snaked I noticed something falling into bottom of toilet. 
Pulled debris from toilet.
Debris was hard water deposits. 
Snaked multiple times until deposits stopped falling into bowl. 
Removed deposit. 
Toilet flushes much faster and fully after repair.",1.0,03/14/2023 14:30,03/14/2023 15:30,4,,2211 Gerald Court,Louisville,KY,40218
T0YET7T,APPLIANCES,Mike Guelda,Multiple repairs.,"Outlets that weren't working were all a part of a GFCI protected circuit. 
Reset GFCI outlet and the rest came on. 

Refrigerator is from 1995. The defrost isn't working correctly, also the compressor is hot to the touch and noisy. 
Recommend replacing. 

The stove is the same age and showing signs of age. 
Recommend replacing. 

Keyed storage door to H key that tenant provided.",1.0,03/14/2023 15:30,03/14/2023 16:30,3,,184 Cannon Court,Louisville,KY,40229
T3J0EHN,APPLIANCES,Mike Guelda,Refrigerator.,"Refrigerator fan is wearing out. 
It makes lots of noise and is no longer pumping cold air down to the refrigerator. 
Label is worn down making it impossible to get model number for parts and or age of refrigerator. 

Recommend replacing. 

We were having problems accessing apartment while tenant was at work. Our key did not work. 

Replaced deadbolt lock and keyed to L so we can enter when necessary.",1.0,03/14/2023 17:00,03/14/2023 18:00,B11,,4604 Southern Parkway,Louisville,KY,40214
TX1BUJDB,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/14/2023 08:00,03/14/2023 10:00,1,,318 North 43rd Street,Louisville,KY,40212
T1ULVWB,APPLIANCES,Albert Hardesty,Maintenance,,3.0,03/14/2023 17:00,03/14/2023 20:00,6B,,402 N. Hite Ave,Louisville,KY,40206
TA8I93Z,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,6.0,03/14/2023 11:00,03/14/2023 17:00,2,,500 East Ormsby Avenue,Louisville,KY,40203
TV160QCB,CLEANING,Mike Guelda,Set out.,"Rekeyed locks to V. 
Secured all windows.",1.5,03/15/2023 09:00,03/15/2023 10:30,9,,621 Westport Road,Elizabethtown,KY,42701
TKDMHMCB,OTHER_WORK_CATEGORY,Mike Guelda,Window.,"Installed repaired window. 

Removed temporary board.",1.0,03/15/2023 11:30,03/15/2023 12:30,1,,2513 Dixie Highway,Louisville,KY,40216
TNA78RAB,WINDOWS,Mike Guelda,Window.,"Removed temporary board. 
Installed repaired window.",1.0,03/15/2023 12:30,03/15/2023 13:30,3,,7602 Garrison Road,Louisville,KY,40214
TPNX3JP,APPLIANCES,Mike Guelda,Oven.,"Oven not getting hot. 
Tested continuity of element. 
Element tested good. 
Control board clicks and doesn't sound right. 
Estimate for repair in chat. 
Recommend replacing oven.",1.0,03/15/2023 13:30,03/15/2023 14:30,12,,7602 Garrison Road,Louisville,KY,40214
T3LJ9B8,ELECTRICAL,Mike Guelda,Lights.,There is no timer. The lights are hard wired to be on at all times.,1.0,03/15/2023 15:00,03/15/2023 16:00,3,,7607 Garrison Road,Louisville,KY,40214
T79T86T,LANDSCAPING,Mike Guelda,Fence estimate,"We will need to replace 3 sections of fence due to age and damage from bush. 

$400 in materials and 2 people for 8 hours to tear down and rebuild.",1.0,03/16/2023 08:00,03/16/2023 09:00,1,,4625 Oak Pointe Drive,Louisville,KY,40245
TPC34BF,DOORS,Albert Hardesty,Maintenance,,1.5,03/16/2023 08:00,03/16/2023 09:30,1,,126 Sanctuary Drive,Shepherdsville,KY,40165
T47E5IN,OTHER_WORK_CATEGORY,Mike Guelda,Mailbox,"Mailbox post had rotted on the bottom. 
Removed rotten piece of post. 
Spliced with 2x4s and reinforced. 
Reinstalled mailbox on new post.",1.5,03/16/2023 09:00,03/16/2023 10:30,1,,9907 Kidwelly Drive,Louisville,KY,40299
TYX69CN,CARPENTRY,Mike Guelda,Drywall repair.,"Scraped off chipping drywall and paint.
Installed 2 four inch drywall patches. 
Mudded area. 
Collected paint sample for match. 

Will need to return to sand and paint.",1.0,03/16/2023 10:30,03/16/2023 11:30,1,,3541 Lisbon ln,Louisville,KY,40218
T09NW1HB,DOORS,Albert Hardesty,Maintenance,,2.0,03/16/2023 09:30,03/16/2023 11:30,1,,4819 Andalusia Lane,Louisville,KY,40272
TB7C6FLB,PLUMBING,Mike Guelda,Multiple repairs,"Dishwasher wiring has been chewed on by a rat. 
Recommend replacing. 

Rats are coming from junked yard at 128. Pictures sent to office to see if we can approach the city about the yard. 

Filled cracks around foundation with steel wool and expanding foam. 

Filled gap around kitchen drain pipe with steel wool and expanding foam. 

Left a trap under kitchen sink. 

Treated around the outside of the house with rodent repellent.",2.0,03/16/2023 13:30,03/16/2023 15:30,1,,130 West Garrett Street,Louisville,KY,40214
TJXLEG8,PLUMBING,Mike Guelda,Multiple repairs,"Tenant claims the ceiling leaks when it rains.
Referral to roofing company. 

Front door is very unlevel. 
Replaced some hinge screws to make it more secure. 
Recommend replacing front door to get new hardware that is properly installed. 
Estimate in chat.",1.0,03/16/2023 15:30,03/16/2023 16:30,4,,4408 S. 1st St.,Louisville,KY,40214
TVHTFPQ,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/16/2023 13:00,03/16/2023 15:00,17,,4730 Southern Parkway,Louisville,KY,40214
TXIC5XQ,HVAC,Albert Hardesty,Maintenance,,1.0,03/16/2023 11:30,03/16/2023 12:30,10,,4728 Southern Parkway,Louisville,KY,40214
TKEBBM9,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/16/2023 14:00,03/16/2023 15:30,8,,4730 Southern Parkway,Louisville,KY,40214
T6PHUBI,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,03/16/2023 15:00,03/16/2023 17:00,1,,4728 Southern Parkway,Louisville,KY,40214
TL45MY,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/16/2023 17:00,03/16/2023 18:30,B7,,4604 Southern Parkway,Louisville,KY,40214
TADPE9F,ROOFING,Albert Hardesty,Maintenance,,1.0,03/16/2023 19:30,03/16/2023 20:30,704-1,,704-706 Roselane Street,Louisville,KY,40203
TZ141N0,LOCKS,Albert Hardesty,Maintenance,,1.5,03/16/2023 20:30,03/16/2023 22:00,704-1,,704-706 Roselane Street,Louisville,KY,40203
TT1Y4BJ,APPLIANCES,Albert Hardesty,Maintenance,,2.0,03/16/2023 17:00,03/16/2023 19:00,4,,1002 East Main St,New Albany,IN,47150
TWQA54W,APPLIANCES,Albert Hardesty,Maintenance,,1.5,03/17/2023 08:00,03/17/2023 09:30,1,,122 Oxford Place,Louisville,KY,40207
TZC3Y2K,EXTERIOR,Albert Hardesty,Maintenance,,1.0,03/17/2023 07:30,03/17/2023 08:30,1,,6604 Estele Ave,Louisville,KY,40214
TWQA54W,APPLIANCES,Mike Guelda,Washing machine delivery.,"Delivered new washer. 
Hooked up connections. 
Removed old washer for disposal.",1.5,03/17/2023 08:00,03/17/2023 09:30,1,,122 Oxford Place,Louisville,KY,40207
T8PIVFC,APPLIANCES,Mike Guelda,Drywall repair,"Sanded patched area. 
Applied caulk and second coat of mud. 
Will return to sand and paint.",1.0,03/17/2023 09:30,03/17/2023 10:30,1,,122 Oxford Place,Louisville,KY,40207
TRDQRL0,SMOKE_DETECTOR_CO_DETECTORS,Mike Guelda,Smoke detector battery.,Replaced 9volt battery with 9 volt lithium ion 10year battery.,1.0,03/17/2023 10:30,03/17/2023 11:30,1,,221 Pope Street,Louisville,KY,40206
TEWJQKFB,OTHER_WORK_CATEGORY,Mike Guelda,Paint.,Painted drywall repairs.,1.5,03/17/2023 11:30,03/17/2023 13:00,1,,1742 Algonquin Parkway,Louisville,KY,40210
TBL6I1D,TOILET,Mike Guelda,Toilet.,"Toilet tank was empty on arrival. 
Adjusted fill valve. 
Tank filled. 
Snaked built up TP and waste. 
Toilet flushes and fills after repair.",1.0,03/17/2023 14:30,03/17/2023 15:30,13,,4730 Southern Parkway,Louisville,KY,40214
TQY9GXBB,DOORS,Mike Guelda,Fence estimate.,"Privacy fence gate broken in storm. 

4x4 post is broken off in the ground. 

Will need to dig up and replace post to rebuild fence and gate. 

Estimate turned into owner.",1.0,03/17/2023 15:00,03/17/2023 16:00,1,,5355 New Cut Rd.,Louisville,KY,40214
T3THMWQ,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.5,03/17/2023 16:30,03/17/2023 19:00,1,,5509 Phoenix Hill Ct,Louisville,KY,40207
T18ILHR,GENERAL,Albert Hardesty,Maintenance,,1.5,03/18/2023 09:30,03/18/2023 11:00,607-4,,607 S 44th Street,Louisville,KY,40211
T8JHT6M,GENERAL,Albert Hardesty,Maintenance,,3.0,03/17/2023 13:00,03/17/2023 16:00,1,,1709 Valley Forge Way,Louisville,KY,40215
TZC3Y2K,EXTERIOR,Albert Hardesty,Maintenance,,1.5,03/17/2023 15:00,03/17/2023 16:30,1,,6604 Estele Ave,Louisville,KY,40214
T4FE1PMB,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/17/2023 14:00,03/17/2023 16:00,10,,1601-1603 Gagel Avenue,Louisville,KY,40216
TZP1ZRI,DOORS,Albert Hardesty,Maintenance,,2.0,03/18/2023 17:00,03/18/2023 19:00,4,,4730 Southern Parkway,Louisville,KY,40214
TKW4PFHB,DOORS,Albert Hardesty,Maintenance,,1.5,03/18/2023 16:00,03/18/2023 17:30,1,,4728 Southern Parkway,Louisville,KY,40214
TT6J29MB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,4.0,03/18/2023 12:00,03/18/2023 16:00,2430-207,,2430 McKindree Ct,Louisville,KY,40211
T7HBATAB,LOCKS,Albert Hardesty,Maintenance,,1.5,03/18/2023 11:00,03/18/2023 12:30,617-2,,607 S 44th Street,Louisville,KY,40211
TI95IYKB,HVAC,Albert Hardesty,Maintenance,,2.0,03/17/2023 20:00,03/17/2023 22:00,6,,4730 Southern Parkway,Louisville,KY,40214
T1QV7GZ,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.0,03/18/2023 15:30,03/18/2023 17:30,2,,1705 Valley Forge Way,Louisville,KY,40215
TRRTGWIB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,03/18/2023 10:30,03/18/2023 12:00,2430-106,,2430 McKindree Ct,Louisville,KY,40211
TCF57IY,TOILET,Albert Hardesty,Maintenance,,1.5,03/18/2023 15:00,03/18/2023 16:30,623-1,,607 S 44th Street,Louisville,KY,40211
TA888EDB,CARPENTRY,Mike Guelda,Drawer repair.,"Drawers are aged and coming apart at the seams. 

Reinforced drawer fronts with plywood and backs with 2x4s. 
Used screws and adhesive to strengthen joints. 

Informed tenants to not use drawers for next 8 hours, 24 at best, to let adhesive cure. 

Drawers are solid and roll in and out of slots correctly after repair.",1.5,03/20/2023 08:00,03/20/2023 09:30,B3,,4604 Southern Parkway,Louisville,KY,40214
TT0I2KG,OTHER_WORK_CATEGORY,Mike Guelda,Medicine cabinet.,Used adhesive behind medicine cabinet and screws to secure.,1.0,03/20/2023 09:30,03/20/2023 10:30,B10,,4604 Southern Parkway,Louisville,KY,40214
TUCIH84,OTHER_WORK_CATEGORY,Mike Guelda,Weather strips,"Replaced 2 damaged weather strips. 
Adjusted and added corner strips to all doors. 

Removed dead rat from rat trap set last week.
Baited and reset trap.",1.5,03/20/2023 10:30,03/20/2023 12:00,1,,130 West Garrett Street,Louisville,KY,40214
TYVGE56,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Refrigerator water feed line was shut off in basement. 
Turned water on and checked for leaks. 
No leaks found. 
Water is dispensed when lever is pushed. 
Cleaned dirt and debris from ice hopper. 

Dishwasher would not start. 
Added water to bottom of dishwasher and reset using power button. 
Dishwasher starts and drains without leak. 
Dishwasher shutoff is inaccessible behind dishwasher. Recommend installing shutoff valve in basement. 

Kitchen drawer was simply no attached to guides. Reinstalled drawer. 

Took measurements for blinds throughout the house. Will turn in as part of estimate. 

Bathroom towel ring is missing. Will make part of estimate. 

Dryer is old and worn. Parts have broken making it possible to grab clothing and damage during drying. 
Recommend replacing dryer. 

Installed 10 year sealed lithium ion smoke and carbon monoxide detectors on first and second floor. 

Leak from water heater is water coming from pressure relief valve. 
This is completely normal, but the relief valve drains directly to the floor. 
Will include pricing to extend drain to sump pump located roughly 6 feet away.",2.0,03/21/2023 08:00,03/21/2023 10:00,1,,1072 Eastern Parkway,Louisville,KY,40217
T14DF26,OTHER_WORK_CATEGORY,Mike Guelda,Sand and paint.,Sanded drywall repair and painted repair and access panel in ceiling.,1.0,03/21/2023 10:30,03/21/2023 11:30,1,,4809 Saddlebrook Lane,Louisville,KY,40216
TH46AAP,APPLIANCES,Mike Guelda,Refrigerator door.,Reversed refrigerator and freezer doors to make access easier from kitchen.,1.0,03/21/2023 11:30,03/21/2023 12:30,24,,1601-1603 Gagel Avenue,Louisville,KY,40216
T135HFT,SHOWER,Mike Guelda,Shower head.,"Leak source was crack in shower head. 

Replaced with new shower head. 

No leak after repairs.",1.0,03/21/2023 12:30,03/21/2023 13:30,23,,1601-1603 Gagel Avenue,Louisville,KY,40216
TVHTFPQ,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/21/2023 09:00,03/21/2023 11:00,17,,4730 Southern Parkway,Louisville,KY,40214
TKEBBM9,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/21/2023 11:00,03/21/2023 12:30,8,,4730 Southern Parkway,Louisville,KY,40214
TR1K1CAB,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/21/2023 12:30,03/21/2023 14:00,7,,4730 Southern Parkway,Louisville,KY,40214
TQZM3X4,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/21/2023 10:00,03/21/2023 11:30,13,,4728 Southern Parkway,Louisville,KY,40214
TK141HFB,DOORS,Albert Hardesty,Maintenance,,1.5,03/21/2023 12:30,03/21/2023 14:00,6,,4730 Southern Parkway,Louisville,KY,40214
T9KT28BB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.0,03/21/2023 07:30,03/21/2023 08:30,1441,,1439-1445 Thornberry,Louisville,KY,40215
TXMBGHGB,GENERAL,Albert Hardesty,Maintenance,,2.5,03/21/2023 14:00,03/21/2023 16:30,5,,601 Revolutionary Road,Louisville,KY,40214
T3J0EHN,APPLIANCES,Mike Guelda,Refrigerator delivery.,"Removed old broken refrigerator. 
Installed new.",1.0,03/22/2023 09:00,03/22/2023 10:00,B11,,4604 Southern Parkway,Louisville,KY,40214
TBI7WFY,OTHER_WORK_CATEGORY,Mike Guelda,Nails in floor.,"Tenant had already hammered down nails. 
Took pictures of damage to carpet.",1.0,03/22/2023 08:00,03/22/2023 09:00,B3,,4604 Southern Parkway,Louisville,KY,40214
TTRRL7HB,APPLIANCES,Mike Guelda,Stove.,"Turned all burners and oven on. 
All elements got hot. 
No repair needed.",1.0,03/22/2023 10:30,03/22/2023 11:30,B5,,4604 Southern Parkway,Louisville,KY,40214
THWW13IB,ELECTRICAL,Albert Hardesty,Maintenance,,1.0,03/22/2023 11:30,03/22/2023 12:30,1,,4901 Saddlebrook Lane,Louisville,KY,40216
TQJX0YJB,PEST_CONTROL,Mike Guelda,Pest control.,"Filled holes in floor of utility closet with steel wool and expanding foam. 
Put sticky traps and mouse traps throughout apartment.

Cleanliness and clutter is an issue in the apartment.",1.5,03/22/2023 11:00,03/22/2023 12:30,3,,4903 Saddlebrook Lane,Louisville,KY,40216
TKY5VACB,ELECTRICAL,Albert Hardesty,Maintenance,,1.0,03/22/2023 11:00,03/22/2023 12:00,1,,4903 Saddlebrook Lane,Louisville,KY,40216
TRA4M9C,HVAC,Albert Hardesty,Maintenance,,1.0,03/22/2023 10:30,03/22/2023 11:30,113,,4522 Winnrose Way,Louisville,KY,40211
TKKGFENB,EXTERIOR,Mike Guelda,Multiple repairs.,"Lights flickering due to aged switches not functioning properly. 
Replaced switch in bedroom. 
Stack switches in kitchen and bathroom. 
And three way switches in kitchen. 

Bath tub stopper no longer functional. 
Replaced with rubber stopper on chain. 

Removed broken plexiglass from window frame. 
Replaced with plywood. Caulked and painted exterior. 

Secured loose siding on left side of house.",3.0,03/22/2023 14:30,03/22/2023 17:30,1,,540 Dresden Avenue,Louisville,KY,40215
TCQPQ65,PLUMBING,Mike Guelda,Kitchen sink.,"Kitchen sink needs new cold water shut off valve. 

Could not find water meter or shut off. 

Referral to water company to locate meter.",1.5,03/14/2023 09:00,03/14/2023 10:30,1,,4315 Southern Parkway,Louisville,KY,40214
TDNYLQX,WATER_HEATER,Mike Guelda,Multiple repairs.,"Dishwasher door was hitting countertop. Adjusted leveling legs and position. Dishwasher closes and starts after repair. 

Tenant adjusted temperature of water heater before I arrived. 

Tenant made me aware of lower temperature in bedrooms. Slight draft felt around window frames. Sealed with clear silicone. 

HVAC air intake vent was loose. Installed new screws to secure in place.",2.0,03/23/2023 08:00,03/23/2023 10:00,4,,8801 Malvern Hill Road,Louisville,KY,40242
T2C441DB,APPLIANCES,Mike Guelda,No answer at door.,"Knocked on both front and side doors. 
Had office personnel call tenant. 
No answer at door of on phone. 

Hung door tag. Photo taken.",1.0,03/23/2023 09:30,03/23/2023 10:30,2,,8801 Malvern Hill Road,Louisville,KY,40242
TYX69CN,CARPENTRY,Mike Guelda,Drywall repair.,"Sanded patched area. 
Painted with color matched paint.",1.5,03/23/2023 10:30,03/23/2023 12:00,1,,3541 Lisbon ln,Louisville,KY,40218
T4NIZ5N,PLUMBING,Mike Guelda,Main line issue.,"When toilet is flushed water backs up into bath tub, indicating a main line issue. 
Referral to Dixie Plumbing.",1.5,03/23/2023 11:00,03/23/2023 12:30,2307,,2305 Rodman,Louisville,KY,40208
TJ20TWDB,TOILET,Mike Guelda,Toilet repair.,"Plastic handle was broken off. 
Replaced with brass handle.
Adjusted flapper chain. 
Toilet flushes properly after repairs.",1.5,03/23/2023 12:30,03/23/2023 14:00,2,,4405 Kern Court,Louisville,KY,40218
T74JX0C,LOCKS,Mike Guelda,Mailbox lock.,"Drilled old mailbox lock. 
Replaced with new. 
Keys placed under unit 112 welcome mat.",1.5,03/23/2023 13:00,03/23/2023 14:30,112,,4522 Winnrose Way,Louisville,KY,40211
TRLZLT8,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs.,"Changed smoke detector batteries. Installed 10year lithium ion batteries. 

Replaced toilet fill valve. 

Reset dishwasher by disconnecting power, waiting 30 seconds, and adding several cups of water into the bottom. 
Dishwasher closes, starts, runs, and drains properly after repairs.",1.5,03/23/2023 13:30,03/23/2023 15:00,226,,4522 Winnrose Way,Louisville,KY,40211
TEIM3CHB,HVAC,Mike Guelda,Water heater.,"Gas to water heater is currently shut off. LG&E says they have it shut off until the water heater is repaired. 
Upon inspection it is unclear what is wrong with the water heater. 

Office will coordinate with LG&E to see what the problem is so we can make proper repairs.",1.5,03/23/2023 15:00,03/23/2023 16:30,1,,2513 Date Street,Louisville,KY,40210
TN576YHB,SMOKE_DETECTOR_CO_DETECTORS,Albert Hardesty,Maintenance,,3.0,03/23/2023 07:30,03/23/2023 10:30,1,,11003 Sandwood Place,Louisville,KY,40272
TGZNLG7,DOORS,Albert Hardesty,Maintenance,,3.5,03/23/2023 09:00,03/23/2023 12:30,1,,3602 Baymeadow Dr.,Louisville,KY,40258
TEABK29,GENERAL,Albert Hardesty,Maintenance,,8.0,03/23/2023 10:30,03/23/2023 18:30,2217 A,,2215-2217 7 Street,Louisville,KY,40208
T0I7CT5,OTHER_WORK_CATEGORY,Mike Guelda,Shower tiles.,Silicone sealed all tiles from half way down. Also sealed around top of shower. And around top of tub.,1.5,03/24/2023 08:00,03/24/2023 09:30,113,,1743 Culbertson Avenue,New Albany,IN,47150
TX0U1K8,LOCKS,Mike Guelda,Lock change.,Secured apartment and keyed to V.,1.0,03/24/2023 09:00,03/24/2023 10:00,108,,1743 Culbertson Avenue,New Albany,IN,47150
TVZ83Q6,APPLIANCES,Mike Guelda,Stove.,"Stove has a short, causing entire stove to be charged. 
Swapped out stove with vacant unit 108.",1.0,03/24/2023 09:30,03/24/2023 10:30,113,,1743 Culbertson Avenue,New Albany,IN,47150
T0AV0DFB,CLEANING,Albert Hardesty,Maintenance,,1.5,03/24/2023 10:00,03/24/2023 11:30,5,,2322 West Chestnut Street,Louisville,KY,40211
T59U317,LOCKS,Mike Guelda,Mailbox lock.,"Replaced mailbox lock. 
Put keys on dining room table in apartment.",1.5,03/24/2023 10:30,03/24/2023 12:00,22,,1002 East Main St,New Albany,IN,47150
TZKCD8MB,PLUMBING,Mike Guelda,Bathroom ceiling leak.,"Tenant says it's been weeks since it leaked. 
You can see a patch where a leak happened. 
It is dry to the touch. 
Spoke to tenant in unit 8. 
She is not aware of any leaks. 
No evidence of leak in apt 8.",1.0,03/24/2023 11:00,03/24/2023 12:00,5,,1002 East Main St,New Albany,IN,47150
T87Y0MC,APPLIANCES,Mike Guelda,Dishwasher/ roof.,"Removed lower cover of dishwasher. 
Started cycle. 
Dishwasher fills runs and drains without leaking. 
Underneath dishwasher is dry. 
Took a step outside and noticed a small divot in the roof above where water was found. 
Signs of previous leaks under shingles. 

Will return Tuesday or Wednesday with some tar roof patch to seal shingles and roof edge.",1.5,03/24/2023 12:00,03/24/2023 13:30,1,,813 Laurel Drive,Jeffersonville,IN,47130
TL0Y2PQ,GENERAL,Mike Guelda,Multiple repairs,"House has been rewired and panel replaced and modernized. 
The breaker attached to microwave and plug is a GFCI breaker. Outlet at microwave was a GFCI outlet. Putting a GFCI outlet on a GFCI protected breaker confused the system and would throw one or both. 

Replaced GFCI outlet with standard outlet. Also replaced plug at counter to eliminate the chance of a short. 

Breaker does not throw after repairs. 

Security door was unlevel and latch wasn't functioning properly. 
Adjusted hinge and frame. Added and replaced old screws. 
The latch had multiple screws loose, causing it to not have full range of motion. 
Tightened screws and reinstalled. 
Latch opens and closes much better, but door latch is aged and worn. 
Will have to be replaced in the future.",2.5,03/24/2023 14:00,03/24/2023 16:30,1,,1006 South 43rd Street,Louisville,KY,40211
TZKC7WLB,PLUMBING,Albert Hardesty,Maintenance,,2.5,03/24/2023 08:00,03/24/2023 10:30,3,,2322 West Chestnut Street,Louisville,KY,40211
TIPY046,DOORS,Albert Hardesty,Maintenance,,1.0,03/24/2023 11:00,03/24/2023 12:00,2,,2322 West Chestnut Street,Louisville,KY,40211
T94XB98,PLUMBING,Albert Hardesty,Maintenance,,3.5,03/24/2023 12:00,03/24/2023 15:30,607-1,,607 S 44th Street,Louisville,KY,40211
T94XB98,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/25/2023 10:00,03/25/2023 12:00,607-1,,607 S 44th Street,Louisville,KY,40211
T4VJE3K,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,03/24/2023 11:30,03/24/2023 13:30,1,,2322 West Chestnut Street,Louisville,KY,40211
TE1JR60,DOORS,Albert Hardesty,Maintenance,,2.0,03/25/2023 08:00,03/25/2023 10:00,1,,12513 East Orell Road,Louisville,KY,40272
T8MY2YCB,DOORS,Albert Hardesty,Maintenance,,1.0,03/24/2023 09:00,03/24/2023 10:00,1,,12513 East Orell Road,Louisville,KY,40272
TELJ1EBB,TOILET,Albert Hardesty,Maintenance,,2.5,03/24/2023 15:00,03/24/2023 17:30,649-2,,607 S 44th Street,Louisville,KY,40211
T16TH1D,DOORS,Albert Hardesty,Maintenance,,2.5,03/24/2023 16:30,03/24/2023 19:00,6,,4900 Saddlebrook Lane,Louisville,KY,40216
TIKTWEJ,PLUMBING,Albert Hardesty,Maintenance,,1.5,03/24/2023 18:00,03/24/2023 19:30,1,,3800 Alameter Dr.,Louisville,KY,40258
TTMAN24,ROOFING,Albert Hardesty,Maintenance,,1.5,03/24/2023 17:00,03/24/2023 18:30,B,,170 Gillette Avenue,Louisville,KY,40214
TLRXDQY,GENERAL,Albert Hardesty,Maintenance,,2.0,03/24/2023 18:30,03/24/2023 20:30,1,,2718 Rockford Lane,Louisville,KY,40216
T5AY3XJB,HVAC,Albert Hardesty,Maintenance,,1.5,03/25/2023 12:30,03/25/2023 14:00,6,,4903 Saddlebrook Lane,Louisville,KY,40216
TRH5BV2,PLUMBING,Albert Hardesty,Maintenance,,2.5,03/25/2023 15:00,03/25/2023 17:30,4,,4901 Saddlebrook Lane,Louisville,KY,40216
TKK3QBMB,PLUMBING,Albert Hardesty,Maintenance,,3.5,03/25/2023 12:00,03/25/2023 15:30,1,,4901 Saddlebrook Lane,Louisville,KY,40216
TRH5BV2,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/26/2023 09:00,03/26/2023 11:00,4,,4901 Saddlebrook Lane,Louisville,KY,40216
TKK3QBMB,PLUMBING,Albert Hardesty,Maintenance,,2.0,03/26/2023 11:00,03/26/2023 13:00,1,,4901 Saddlebrook Lane,Louisville,KY,40216
T69K0ZAB,GENERAL,Albert Hardesty,Maintenance,,2.0,03/26/2023 13:00,03/26/2023 15:00,3,,253 Cecil Avenue,Louisville,KY,40212
TJDDTDN,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Furnace runs after temperature has been reached. Replaced very old thermostat with digital upgrade. 
Problem persists. Referral to HVAC contractor. 

Kitchen faucet drips. Replaced with new faucet with sprayer. 

Sink drain leaking at multiple places replaced kitchen waste. 

Flooring had small crack.
Applied epoxy to crack to stop spread.",3.0,03/27/2023 08:00,03/27/2023 11:00,4,,184 Cannon Court,Louisville,KY,40229
T8IDVLJ,HVAC,Albert Hardesty,Maintenance,,1.5,03/27/2023 08:00,03/27/2023 09:30,1A,,306 Keeneland Drive,Elizabethtown,KY,42701
T3A2A3LB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,03/27/2023 09:30,03/27/2023 11:30,2A,,306 Keeneland Drive,Elizabethtown,KY,42701
T5QWWBN,EXTERIOR,Albert Hardesty,Maintenance,,2.5,03/27/2023 10:30,03/27/2023 13:00,2,,621 Westport Road,Elizabethtown,KY,42701
T8NDJX9,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,03/27/2023 11:30,03/27/2023 13:00,3,,621 Westport Road,Elizabethtown,KY,42701
TCQPQ65,PLUMBING,Mike Guelda,Kitchen faucet.,"I was assisted by Al and Mason in finding and digging out the water meter. 

Shut off water to building. 
Cut length of copper pipe off. 
Installed new shut off valve for the cold water. 
Installed new kitchen faucet. 
Turned water back on. 
No leaks after repair.",1.5,03/27/2023 11:30,03/27/2023 13:00,1,,4315 Southern Parkway,Louisville,KY,40214
TYRQMWEB,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs.,"Screen door damaged by high winds. 
Removed broken screen door.
Will price replacement and turn in for approval. 

Refrigerator seal had slipped from it's groove. 
Adjusted and pressed back into place. 
Door opens and closes. Seals tightly. 

Tenant had requested new locks. 
Rekeyed locks to O key. 
Tenant will be charged labor and for new keys.",1.5,03/27/2023 13:30,03/27/2023 15:00,1,,206 Ottawa Avenue,Louisville,KY,40209
TCAL8YQ,DOORS,Mike Guelda,Basement door.,"Made sure basement was empty. 
Installed new deadbolt and security plate. 
Keyed to X.",1.5,03/27/2023 15:00,03/27/2023 16:30,1,,4728 Southern Parkway,Louisville,KY,40214
