Meld,Quantity,Price,Total,Description,Creation Date,Unit,Property Name,Address line 1,City,State,Postal code
,1.00,52.00,52.0000,Supplies,,2430-202,,2430 McKindree Ct-202,Louisville,KY,40211
TXUM573,,,295.00,"Repaired electrical box
And gutters",05/03/2023 21:03,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,3.00,65.00,195.0000,Repaired electrical box And gutters,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,3.00,25.00,75.0000,2nd tech's labor,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.00,25.00,25.0000,Supplies,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
T5WPHJK,,,135.00,Repaired downspouts on this building,05/03/2023 21:09,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.50,65.00,97.5000,Repaired downspouts on this building,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
,1.50,25.00,37.5000,2nd tech's labor,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
TDUE2Y3,,,590.00,"Finished all repairs for section8 

Sending Dixie plumbing to install gas line to furnace there is a flex line running

I will be back to install weatherstripping around front and back door the closest store did not have any in stock",05/03/2023 21:27,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,4.50,65.00,292.5000,Finished all repairs for section8,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,4.50,25.00,112.5000,2nd tech's labor,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,1.00,185.00,185.0000,Supplies,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
TYIXA9IB,,,258.00,"Installed new shower stem on hot side 
Repaired drain to kitchen sink 
Checked baskets and faucets for leaks",05/03/2023 21:50,1,,12513 East Orell Road - 1,Louisville,KY,40272
,2.00,85.00,170.0000,Installed new shower stem on hot side  Repaired drain to kitchen sink  Checked baskets and faucets for leaks,,1,,12513 East Orell Road - 1,Louisville,KY,40272
,2.00,25.00,50.0000,2nd tech's labor,,1,,12513 East Orell Road - 1,Louisville,KY,40272
,1.00,38.00,38.0000,Supplies,,1,,12513 East Orell Road - 1,Louisville,KY,40272
TCE695Q,,,210.50,"Repaired kitchen light 
Repaired kitchen plug 
Repaired microwave light
Unclogged vanity drain charge back to tenant $50 for unclogged sink
Installed weatherstripping 
Installed door sweeper 
Glob has done been installed last week",05/04/2023 11:49,109,,4522 Winnrose Way 109,Louisville,KY,40211
,2.50,65.00,162.5000,Labor,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,1.00,48.00,48.0000,Supplies,,109,,4522 Winnrose Way 109,Louisville,KY,40211
T8D2ZAL,,,227.00,"Repaired drop box
Replaced microwave light and replaced socket 
Repaired closet door 
Gave tenant a u key",05/04/2023 11:57,116,,4522 Winnrose Way,Louisville,KY,40211
,2.00,65.00,130.0000,Repaired drop box Replaced microwave light and replaced socket  Repaired closet door  Gave tenant a u key,,116,,4522 Winnrose Way,Louisville,KY,40211
,1.00,47.00,47.0000,Supplies,,116,,4522 Winnrose Way,Louisville,KY,40211
,2.00,25.00,50.0000,Mason,,116,,4522 Winnrose Way,Louisville,KY,40211
T20LE4FB,,,460.00,"Removed broken lumber from gate and fence. 

Dug up broken fence post. 

Installed new post with concrete footer. 

Installed new 2x4 horizontals and fence pickets. 

Disposed of debris.",05/04/2023 12:02,1,,5355 New Cut Rd.,Louisville,KY,40214
,4.00,65.00,260.0000,Labor Mike,,1,,5355 New Cut Rd.,Louisville,KY,40214
,4.00,25.00,100.0000,Labor Mason,,1,,5355 New Cut Rd.,Louisville,KY,40214
,1.00,100.00,100.0000,"Materials. Lumber, screws, etc.",,1,,5355 New Cut Rd.,Louisville,KY,40214
THWZ6BV,,,150.00,"Removed loose broken glass. 

Swept and vacuumed area. 

Taped over window to temporarily keep more glass from falling out. 

Measurements taken for door replacement.",05/04/2023 12:15,4,,4900 Saddlebrook Lane - 4,Louisville,KY,40216
,1.00,20.00,20.0000,Duct tape.,,4,,4900 Saddlebrook Lane - 4,Louisville,KY,40216
,2.00,65.00,130.0000,Labor,,4,,4900 Saddlebrook Lane - 4,Louisville,KY,40216
TB2F0CCB,,,117.50,"Installed new mailbox lock repaired doo on mailbox 
Gave tenant a u key",05/04/2023 12:29,226,,4524 Winnrose Way 226,Louisville,KY,40211
,1.50,65.00,97.5000,Installed new mailbox lock repaired doo on mailbox  Gave tenant a u key,,226,,4524 Winnrose Way 226,Louisville,KY,40211
,1.00,20.00,20.0000,Supplies,,226,,4524 Winnrose Way 226,Louisville,KY,40211
T2RRK9K,,,297.00,"Installed new Cartlidges in shower faucet 
Installed new vanity faucet 
Repaired toilet 
Repaired toilet set 
Unclogged tub drain",05/04/2023 15:49,118,,4522 Winnrose Way 118,Louisville,KY,40211
,2.00,25.00,50.0000,2nd tech's labor,,118,,4522 Winnrose Way 118,Louisville,KY,40211
,1.00,117.00,117.0000,Supplies,,118,,4522 Winnrose Way 118,Louisville,KY,40211
,2.00,65.00,130.0000,Installed new Cartlidges in shower faucet  Installed new vanity faucet  Repaired toilet  Repaired toilet set  Unclogged tub drain,,118,,4522 Winnrose Way 118,Louisville,KY,40211
TZ7KTQK,,,405.00,"Pictures of roof and gutter damage taken. 
Referral to roofing contractors. 

Kitchen faucet was leaking from underneath. 
Replaced with new faucet and feed lines. 

Bathroom sink leaking from loose slip nut. 
Tightened slip nut. 
No leak after repairs. 

Broken glass adjacent to front door. 
Glass height was over 48"" making it difficult to get replacement glass. 
Installed painted board trimmed with quarter round. Sealed with silicone sealant.",05/04/2023 17:09,1,,1621 Haskin Avenue,Louisville,KY,40215
,4.00,65.00,260.0000,Labor,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,50.00,50.0000,Kitchen faucet,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,50.00,50.0000,Window boards,,1,,1621 Haskin Avenue,Louisville,KY,40215
,2.00,15.00,30.0000,Feed line,,1,,1621 Haskin Avenue,Louisville,KY,40215
,1.00,15.00,15.0000,Silicone sealant,,1,,1621 Haskin Avenue,Louisville,KY,40215
T45AKIY,,,244.43,Turned main water off. Removed three tub valve stems and replaced rubber seals on them. Reassembled and turned the water back on. Vacuumed water out of Commode tank. Removed fill valve in tank. Replaced commode seat bolt and installed new fill valve,05/04/2023 17:14,33,,111 E O'Bryan Avenue-33,Bardstown,KY,40004
,2.00,65.00,130.0000,Labor,,33,,111 E O'Bryan Avenue-33,Bardstown,KY,40004
,1.00,16.93,16.9300,Materials / toilet seat bolts and fluid master fill valve,,33,,111 E O'Bryan Avenue-33,Bardstown,KY,40004
,1.50,65.00,97.5000,Labor,,33,,111 E O'Bryan Avenue-33,Bardstown,KY,40004
TDRZLQI,,,243.50,"Repaired entry door 
Installed weatherstripping 
Adjusted door

Tenant said that he was told that both doors was going to be changed out with brand new doors. He said that someone was out a few weeks ago and looked at door.",05/05/2023 07:44,4,,4408 S. 1st. St-4,Louisville,KY,40214
,2.50,65.00,162.5000,Repaired entry door  Installed weatherstripping  Adjusted door,,4,,4408 S. 1st. St-4,Louisville,KY,40214
,1.00,25.00,25.0000,2nd tech's labor,,4,,4408 S. 1st. St-4,Louisville,KY,40214
,1.00,56.00,56.0000,Supplies,,4,,4408 S. 1st. St-4,Louisville,KY,40214
TY4Z914,,,240.00,,05/05/2023 08:03,2315,,2315 Rodman,Louisville,KY,40208
,3.00,65.00,195.0000,Replaced faucet handle and fixed sink,,2315,,2315 Rodman,Louisville,KY,40208
,1.00,45.00,45.0000,Materials,,2315,,2315 Rodman,Louisville,KY,40208
TEH141LB,,,280.00,,05/05/2023 08:05,1,,702 Compton Street,Louisville,KY,40208
,2.00,75.00,150.0000,Lock set,,1,,702 Compton Street,Louisville,KY,40208
,2.00,65.00,130.0000,Change locks,,1,,702 Compton Street,Louisville,KY,40208
TFD993IB,,,355.00,,05/05/2023 08:09,2,,331 North 26th Street - 2,Louisville,KY,40212
,2.00,65.00,130.0000,Drill locks out to gain access to units,,2,,331 North 26th Street - 2,Louisville,KY,40212
,3.00,75.00,225.0000,Materials,,2,,331 North 26th Street - 2,Louisville,KY,40212
T77IDUH,,,280.00,,05/05/2023 08:12,1,,331 North 26th Street - 1,Louisville,KY,40212
,2.00,75.00,150.0000,Lock set,,1,,331 North 26th Street - 1,Louisville,KY,40212
,2.00,65.00,130.0000,Drilled out and replaced lock sets,,1,,331 North 26th Street - 1,Louisville,KY,40212
TP980KCB,,,97.50,,05/05/2023 09:15,1,,113 Spring Drive,Louisville,KY,40245
,1.50,65.00,97.5000,Diagnostic/Baking igniter is out order it will be in on Monday will schedule according,,1,,113 Spring Drive,Louisville,KY,40245
T6H1R73,,,117.50,"Dropped off keys to tenant. 
Replaced mailbox lock. 
Gave keys to tenant.",05/05/2023 10:38,2323,,2323 Rodman,Louisville,KY,40208
,1.50,65.00,97.5000,Labor,,2323,,2323 Rodman,Louisville,KY,40208
,1.00,15.00,15.0000,Mailbox lock.,,2323,,2323 Rodman,Louisville,KY,40208
,1.00,5.00,5.0000,Keys,,2323,,2323 Rodman,Louisville,KY,40208
TC8GLX2,,,117.50,"Kitchen floor is rotting under refrigerator. 
Unable to fit through crawlspace access. 
Placed a piece of 1/2 inch plywood on floor to temporarily cover hole and reinforce floor. 
 
Checked ducts. Ducts are clean, no signs of dirt or mold.",05/05/2023 10:44,2,,10408 Torrington Road - 2,Louisville,KY,40272
,1.00,20.00,20.0000,Plywood.,,2,,10408 Torrington Road - 2,Louisville,KY,40272
,1.50,65.00,97.5000,Labor,,2,,10408 Torrington Road - 2,Louisville,KY,40272
TIPRNMN,,,97.50,"Screws holding knob together had loosened and the back side came off. 

Reinstalled back of knob and tightened screws. 

Knob closes, latches, locks and unlocks after repair.",05/05/2023 11:03,2,,1710 Liberty Bell Way - 2,Louisville,KY,40215
,1.50,65.00,97.5000,Labor,,2,,1710 Liberty Bell Way - 2,Louisville,KY,40215
TY99LJU,,,117.50,"Removed broken door knob. 
Replaced with new passage knob.",05/05/2023 11:40,613-6,,613 S 44th Street - 6,Louisville,KY,40211
,1.50,65.00,97.5000,Labor,,613-6,,613 S 44th Street - 6,Louisville,KY,40211
,1.00,20.00,20.0000,Passage knob.,,613-6,,613 S 44th Street - 6,Louisville,KY,40211
TXDBYTH,,,152.50,"Replaced deadbolt with new quickset smart key deadbolt.
Deadbolt is keyed to B key.",05/05/2023 11:42,623-3,,623 S 44th Street -3,Louisville,KY,40211
,1.50,65.00,97.5000,Labor,,623-3,,623 S 44th Street -3,Louisville,KY,40211
,1.00,50.00,50.0000,Deadbolt,,623-3,,623 S 44th Street -3,Louisville,KY,40211
,1.00,5.00,5.0000,Keys,,623-3,,623 S 44th Street -3,Louisville,KY,40211
T25A1JX,,,180.39,Removed and replaced broken diverter. ( was hard to remove- had to go and get the right tool),05/06/2023 11:33,46,,111 E O'Bryan Avenue-46,Bardstown,KY,40004
,2.50,65.00,162.5000,Labor,,46,,111 E O'Bryan Avenue-46,Bardstown,KY,40004
,1.00,17.89,17.8900,Material / diverter,,46,,111 E O'Bryan Avenue-46,Bardstown,KY,40004
TL0CXP3,,,197.50,"Installed new locks keyed 
Charge back to tenant",05/07/2023 14:41,1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.50,65.00,97.5000,Installed new locks keyed  Charge back to tenant,,1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.00,100.00,100.0000,Supplies,,1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
TZ1GY4Z,,,392.00,"Installed new fill valve and flapper in both toilets 
Repaired shut off valve to toilet 
Installed new plug in living room 
Pulled all plugs 
Installed new ballast in kitchen light fixture 
Installed new bulbs 
Repaired kitchen faucet 

Snaked both toilets 
Both toilets was full off feces charge back to tenant 1 hour labor and $25 for supplies 
Owner is responsible for other repairs",05/07/2023 14:50,1,,621 Westport Road,Elizabethtown,KY,42701
,3.00,25.00,75.0000,2nd tech's labor,,1,,621 Westport Road,Elizabethtown,KY,42701
,1.00,122.00,122.0000,Supplies,,1,,621 Westport Road,Elizabethtown,KY,42701
,3.00,65.00,195.0000,Labor,,1,,621 Westport Road,Elizabethtown,KY,42701
TWZACVL,,,265.00,"Pulled dishwasher got it working temporarily 
Dishwasher needs new timer and waste pump it would be cheaper to just replace dishwasher 
Request for new dishwasher 
Repaired fence installed missing pickets post do have a lean but are secured",05/07/2023 15:00,12,,621 Westport Road,Elizabethtown,KY,42701
,2.50,65.00,162.5000,Pulled dishwasher got it working temporarily  Dishwasher needs new timer and waste pump it would be cheaper to just replace dishwasher  Request for new dishwasher  Repaired fence installed missing pickets post do have a lean but are secured,,12,,621 Westport Road,Elizabethtown,KY,42701
,2.50,25.00,62.5000,2nd tech's labor,,12,,621 Westport Road,Elizabethtown,KY,42701
,1.00,40.00,40.0000,Supplies,,12,,621 Westport Road,Elizabethtown,KY,42701
TZHMQ3T,,,192.50,"Repaired both front and back gates installed lock on back gate 
Gave tenant a second lock for front gate and both keys",05/07/2023 15:06,Unit 1,,9418 Chambers Way,Louisville,KY,40229
,2.50,65.00,162.5000,Labor,,Unit 1,,9418 Chambers Way,Louisville,KY,40229
,1.00,30.00,30.0000,Supplies,,Unit 1,,9418 Chambers Way,Louisville,KY,40229
TCIV9D5,,,242.00,Installed new key pad lock,05/07/2023 15:13,7,,7609 Garrison Road - 7,Louisville,KY,40214
,1.00,65.00,65.0000,Installed new key pad lock,,7,,7609 Garrison Road - 7,Louisville,KY,40214
,2.00,25.00,50.0000,2nd tech's labor,,7,,7609 Garrison Road - 7,Louisville,KY,40214
,1.00,127.00,127.0000,Supplies,,7,,7609 Garrison Road - 7,Louisville,KY,40214
TA7A1W3,,,287.00,"Repaired back storm door lock 
Repaired leak on supply lines",05/07/2023 15:18,1,,253 Cecil Avenue - 1,Louisville,KY,40212
,2.50,65.00,162.5000,Repaired back storm door lock  Repaired leak on supply lines,,1,,253 Cecil Avenue - 1,Louisville,KY,40212
,2.50,25.00,62.5000,2nd tech's labor,,1,,253 Cecil Avenue - 1,Louisville,KY,40212
,1.00,62.00,62.0000,Supplies,,1,,253 Cecil Avenue - 1,Louisville,KY,40212
T57VDLMB,,,287.00,"Installed weatherstripping around both doors 
Repaired common hallway door to open and close properly",05/07/2023 15:23,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,2.50,25.00,62.5000,2nd tech's labor,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,2.50,65.00,162.5000,Installed weatherstripping around both doors  Repaired common hallway door to open and close properly,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
,1.00,62.00,62.0000,Supplies,,3,,8801 Malvern Hill Road - 3,Louisville,KY,40242
T2A91CC,,,135.00,Walk through for section8,05/07/2023 15:26,2331,,2331 Rodman,Louisville,KY,40208
,1.50,65.00,97.5000,Walk through for section8,,2331,,2331 Rodman,Louisville,KY,40208
,1.50,25.00,37.5000,2nd tech's labor,,2331,,2331 Rodman,Louisville,KY,40208
TCD6I0IB,,,170.40,"Checked breaker, oven heating elements, and coil burners. Terminal block for large coil burner was burned out. Breaker was tripped. Reset breaker. Stove/oven is working fine. I ordered terminal block from Masterson’s. It will be here tomorrow. Replaced coil burner terminal block.",05/08/2023 13:41,7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
,1.00,40.40,40.4000,Material,,7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
,1.00,65.00,65.0000,Labor,,7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
,1.00,65.00,65.0000,Labor,,7,,111 E O'Bryan Avenue-7,Bardstown,KY,40004
THR6UWBB,,,489.00,"Cut out bad caulk in bath tub. 
Installed new caulk. 
Informed tenants not to use shower for four hours. 

Removed broken smoke detector. 
Installed new smoke CO detector combo. 

Replaced broken front doorknob with new passage knob. 

Removed broken faucet from kitchen sink. Heavily corroded, had to cut it out. Replaced with new faucet w/sprayer. 

Clean up.",05/08/2023 13:51,3,,7609 Garrison Road - 3,Louisville,KY,40214
,4.00,65.00,260.0000,"Labor -Cut out bad caulk in bath tub.  Installed new caulk.  Informed tenants not to use shower for four hours.   Removed broken smoke detector.  Installed new smoke CO detector combo.   Replaced broken front doorknob with new passage knob.   Removed broken faucet from kitchen sink. Heavily corroded, had to cut it out. Replaced with new faucet w/sprayer.   Clean up.",,3,,7609 Garrison Road - 3,Louisville,KY,40214
,2.00,25.00,50.0000,Shut off valve,,3,,7609 Garrison Road - 3,Louisville,KY,40214
,2.00,12.00,24.0000,Feed lines.,,3,,7609 Garrison Road - 3,Louisville,KY,40214
,1.00,15.00,15.0000,Passage knob,,3,,7609 Garrison Road - 3,Louisville,KY,40214
,1.00,85.00,85.0000,Kitchen faucet,,3,,7609 Garrison Road - 3,Louisville,KY,40214
,1.00,15.00,15.0000,Caulk.,,3,,7609 Garrison Road - 3,Louisville,KY,40214
,1.00,40.00,40.0000,Smoke CO detector,,3,,7609 Garrison Road - 3,Louisville,KY,40214
TWCR28H,,,117.50,"Shower wall behind valves is loose. 
Need to install shower surround. 

Sealed cracks with silicone sealant as temporary repair. 

Scraped some loose patches of paint in hallway, filled with mud.

Bedroom door is too thin and hollow to be patched. Recommend replacing.",05/08/2023 14:02,7,,7609 Garrison Road - 7,Louisville,KY,40214
,1.50,65.00,97.5000,Labor,,7,,7609 Garrison Road - 7,Louisville,KY,40214
,1.00,20.00,20.0000,Silicone sealant.,,7,,7609 Garrison Road - 7,Louisville,KY,40214
TTEEGLJ,,,97.50,"No sign of leak in bathroom or bedroom. 
Checked downstairs in apartment 1. 
No sign of leak there either. 

Checked rear exterior of complex. 
Gutter outside of apartment 2 is loose and separated from roof. 
Referral to roofing contractors.",05/08/2023 14:30,2,,216 East 13th Street-2,New Albany,IN,47150
,1.50,65.00,97.5000,LaborNo sign of leak in bathroom or bedroom.  Checked downstairs in apartment 1.  No sign of leak there either.   Checked rear exterior of complex.  Gutter outside of apartment 2 is loose and separated from roof.  Referral to roofing contractors.,,2,,216 East 13th Street-2,New Albany,IN,47150
T3715XM,,,65.00,All lights in kitchen functioning normally.,05/08/2023 14:53,9,,212 East 13th Street- 9,New Albany,IN,47150
,1.00,65.00,65.0000,Labor- All lights in kitchen functioning normally. Chargeback to resident,,9,,212 East 13th Street- 9,New Albany,IN,47150
T41LWUIB,,,117.50,"Signs of water leaking from 113 directly above. 

When inspecting 113 gaps in caulk found that could explain the leak. 

Sealed cracks with silicone sealant.",05/08/2023 16:07,13,,1743 Culbertson Avenue,New Albany,IN,47150
,1.50,65.00,97.5000,Labor- Signs of water leaking from 113 directly above.   When inspecting 113 gaps in caulk found that could explain the leak.   Sealed cracks with silicone sealant.,,13,,1743 Culbertson Avenue,New Albany,IN,47150
,1.00,20.00,20.0000,Silicone sealant,,13,,1743 Culbertson Avenue,New Albany,IN,47150
TRP29KCB,,,97.50,"Tested all washers and dryers. 
All dryers start and get hot. 
First two washers on left don't start. 
Will schedule a technician to come and work on them.
Put out of order signs up",05/08/2023 16:14,3,,1743 Culbertson Avenue,New Albany,IN,47150
,1.50,65.00,97.5000,Labor- Tested all washers and dryers.  All dryers start and get hot.  First two washers on left don't start.  Will schedule a technician to come and work on them. Put out of order signs up,,3,,1743 Culbertson Avenue,New Albany,IN,47150
TPVTTVY,,,245.00,"Waited for police to come and make report about broken lock. 

All repairs should be charged to unit 2. 

Pictures of damaged and police report number in Meld.",05/08/2023 18:12,3,,3339 Taylor Boulevard - 3,Louisville,KY,40215
,2.00,97.50,195.0000,Labor emergency overtime,,3,,3339 Taylor Boulevard - 3,Louisville,KY,40215
,1.00,50.00,50.0000,Deadbolt,,3,,3339 Taylor Boulevard - 3,Louisville,KY,40215
T2XMWY3,,,396.00,"Repaired stove 
Repaired drawers in kitchen 
Installed new combination alarm 
Repaired cracks in front entry door 
Repaired closet doors 
Repaired vanity faucet 
Repaired vanity drain 
Repaired shower faucet 
Repaired steps they where lose",05/08/2023 20:18,12,,4728 Southern Parkway - 12,Louisville,KY,40214
,1.00,126.00,126.0000,Supplies,,12,,4728 Southern Parkway - 12,Louisville,KY,40214
,3.00,65.00,195.0000,Labor,,12,,4728 Southern Parkway - 12,Louisville,KY,40214
,3.00,25.00,75.0000,2nd tech's labor,,12,,4728 Southern Parkway - 12,Louisville,KY,40214
T18F9VLB,,,223.00,"Repaired windows 
Secured both ac units 
Installed new locks on windows 
Secured windows",05/08/2023 20:32,13,,4730 Southern Parkway - 13,Louisville,KY,40214
,2.00,25.00,50.0000,2nd tech's labor,,13,,4730 Southern Parkway - 13,Louisville,KY,40214
,1.00,43.00,43.0000,Supplies,,13,,4730 Southern Parkway - 13,Louisville,KY,40214
,2.00,65.00,130.0000,Repaired windows  Secured both ac units  Installed new locks on windows  Secured windows,,13,,4730 Southern Parkway - 13,Louisville,KY,40214
TN1D4F8,,,212.00,"Repaired vanity pop up drain 
Caulked around vanity 
Cut out old caulk around tub 
Caulked around tub 
Repaired vanity door 
Repaired air vent 
Looked at flooring in kitchen the vinyl had been ripped in a few areas but had been glued down 
We would need owner approval to remove and replace vinyl flooring is not at a safety risk",05/08/2023 20:43,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
,2.00,65.00,130.0000,Repaired vanity pop up drain  Caulked around vanity  Cut out old caulk around tub  Caulked around tub  Repaired vanity door  Repaired air vent  Looked at flooring in kitchen the vinyl had been ripped in a few areas but had been glued down  We would need owner approval to remove and replace vinyl flooring is not at a safety risk,,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
,2.00,25.00,50.0000,2nd tech's labor,,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
,1.00,32.00,32.0000,Supplies,,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
TBBJQVU,,,137.50,Installed new deadbolt someone had broken in again,05/08/2023 20:53,12,,4728 Southern Parkway - 12,Louisville,KY,40214
,1.50,65.00,97.5000,Labor,,12,,4728 Southern Parkway - 12,Louisville,KY,40214
,1.00,40.00,40.0000,Supplies,,12,,4728 Southern Parkway - 12,Louisville,KY,40214
T0JQNT1,,,266.00,"Repaired shower faucet installed new stem 
The old stem had broken off in fixture was able to repair",05/08/2023 20:56,2,,4315 Southern Parkway - 2,Louisville,KY,40214
,2.50,65.00,162.5000,Repaired shower faucet installed new stem  The old stem had broken off in fixture was able to repair,,2,,4315 Southern Parkway - 2,Louisville,KY,40214
,2.50,25.00,62.5000,2nd tech's labor,,2,,4315 Southern Parkway - 2,Louisville,KY,40214
,1.00,41.00,41.0000,Supplies,,2,,4315 Southern Parkway - 2,Louisville,KY,40214
TURNI13,,,130.00,The toilet sits up on a 6 inch drop it needs a pressure flush toilet and a new water line supply the toilet is 750 plus 4hrs install and water supply line 150 in supplies and three hrs labor also drain line needs to be cleaned out before install by Dixie,05/09/2023 10:02,1,,1208 Queen Avenue,Louisville,KY,40215
,2.00,65.00,130.0000,Diagnose/The toilet sits up on a 6 inch drop it needs a pressure flush toilet and a new water line supply the toilet is 750 plus 4hrs install and water supply line 150 in supplies and three hrs labor also drain line needs to be cleaned out before install by Dixie,,1,,1208 Queen Avenue,Louisville,KY,40215
TCXD6JKB,,,201.60,"Kitchen sinks backed up. removed drain pipes and filled shop vac three times to get rid of water. When I run water in the sink, it still backs up. Also had leak around sink basket. Replaced basket. Called Justin and turned over to Dixie plumbing. They will be there Wednesday morning 5/10/2023",05/09/2023 10:41,6,,111 E O'Bryan Avenue -6,Bardstown,KY,40004
,2.50,65.00,162.5000,Labor,,6,,111 E O'Bryan Avenue -6,Bardstown,KY,40004
,1.00,39.10,39.1000,Materials,,6,,111 E O'Bryan Avenue -6,Bardstown,KY,40004
TEQ9WM4,,,162.50,,05/09/2023 10:44,1,,819 1/2 Beecher Street,Louisville,KY,40215
,2.50,65.00,162.5000,Caulked tub resident needs to not use tub for about 8 hrs,,1,,819 1/2 Beecher Street,Louisville,KY,40215
TTKVMPE,,,130.00,,05/09/2023 11:19,1,,1146 Lincoln Avenue,Louisville,KY,40208
,2.00,65.00,130.0000,Compressor going out needs to replaced,,1,,1146 Lincoln Avenue,Louisville,KY,40208
TGE4DT9,,,195.00,,05/09/2023 12:36,3,,1743 Culbertson Avenue,New Albany,IN,47150
,3.00,65.00,195.0000,diagnostic/To fix washer the parts 200 plus 3hr labor and to fix the door the parts is 250 plus 3.5 hr labor. Parts ordered,,3,,1743 Culbertson Avenue,New Albany,IN,47150
TT0MHBV,,,97.50,Tightened and realigned drawer hardware in kitchen. Removed ceiling tiles in bathroom and checked for leaks. Went upstairs above TP26 and checked for leaks around bathtub. Turned off shower valve ( it was causing dripping through tub spout). Turned job over to Dixie plumbing. They will be there Wednesday morning 5/10/2023,05/09/2023 12:58,26,,111 E O'Bryan Avenue -26,Bardstown,KY,40004
,1.50,65.00,97.5000,Labor,,26,,111 E O'Bryan Avenue -26,Bardstown,KY,40004
TCMU37KB,,,142.00,,05/09/2023 14:07,1,,9002 Whippoorwill Road,Louisville,KY,40229
,2.00,65.00,130.0000,Replaced shelf anchors,,1,,9002 Whippoorwill Road,Louisville,KY,40229
,1.00,12.00,12.0000,Materials,,1,,9002 Whippoorwill Road,Louisville,KY,40229
T47LD1GB,,,130.00,AC was not working/ touch pad was not coming on/ had to reprogram it,05/09/2023 16:37,All,,100 Slate Run - All,Bardstown,KY,40004
,2.00,65.00,130.0000,Labor,,All,,100 Slate Run - All,Bardstown,KY,40004
TJ9NVAJB,,,1514.00,"1.5 hours of labor added for removal of old sink and cabinet. The sink was counted into and I stalled underneath the tiles. Had to grind out grout. 

Removed old sink and cabinet. 
Installed new 30"" sink base and 18"" drawer base. 
Installed 48"" Formica counter top. 
Installed 25"" single sink, sink basket, and extension to connect to drain. 
Installed new faucet. 
Caulked all corners and silicone sealed sink to counter. 
Tested all connections for leaks. 
No leaks after repair. 
Clean up.",05/09/2023 17:21,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,5.50,65.00,357.5000,Labor Mike,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,5.50,25.00,137.5000,Labor Mason,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,13.00,13.0000,Extension tube,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,6.00,6.0000,Snap in hole cover.,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,40.00,40.0000,Toe kick,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,15.00,15.0000,Cabinet knobs,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,25.00,25.0000,Sink basket,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,20.00,20.0000,Caulk,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,140.00,140.0000,Counter top.,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,140.00,140.0000,Sink,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,330.00,330.0000,"18"" drawer base",,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,240.00,240.0000,"30"" sink base",,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,45.00,45.0000,Faucet,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.00,5.00,5.0000,Screws,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
TUIQPR5,,,97.50,Key box installed adjacent to basement door building unit 1429. Coded to 0203.,05/09/2023 17:27,4,,1429 Nightingale Road - 4,Louisville,KY,40213
,1.50,65.00,97.5000,Labor,,4,,1429 Nightingale Road - 4,Louisville,KY,40213
TJVCRVG,,,272.00,"Repaired bedroom light and ceiling fan 
Repaired kitchen faucet supply line 
Kitchen faucet parts",05/09/2023 21:26,4,,4909 Saddlebrook Lane - 4,Louisville,KY,40216
,3.00,65.00,195.0000,Labor,,4,,4909 Saddlebrook Lane - 4,Louisville,KY,40216
